Timestamp,Voltage,Current,PowerFactor,Frequency,Power
10:34:51,231.89,4.44,0.963,50.06,992.1
10:34:52,231.86,4.52,0.963,50.07,1008.8
10:34:53,231.90,4.52,0.961,50.06,1007.0
10:34:54,232.61,4.44,0.962,50.06,992.8
10:34:55,232.47,4.43,0.962,50.07,990.0
10:34:56,232.24,4.41,0.957,50.07,979.8
10:34:57,232.75,4.47,0.962,50.06,1000.2
10:34:58,232.39,4.38,0.959,50.04,976.6
10:34:59,232.33,4.35,0.957,50.06,966.9
10:35:00,232.29,4.38,0.963,50.07,980.7
10:35:01,232.26,4.41,0.957,50.05,980.4
10:35:02,232.43,4.34,0.958,50.05,965.5
10:35:03,232.83,4.33,0.956,50.06,964.0
10:35:04,232.51,4.36,0.957,50.06,969.5
10:35:05,232.32,4.34,0.963,50.06,971.0
10:35:06,233.07,4.41,0.958,50.04,983.4
10:35:07,233.06,4.33,0.961,50.06,969.2
10:35:08,232.61,4.34,0.958,50.04,966.5
10:35:09,232.65,4.42,0.959,50.05,985.4
10:35:10,232.66,4.28,0.960,50.04,955.4
10:35:11,232.85,4.35,0.960,50.04,973.3
10:35:12,232.69,4.26,0.956,50.04,948.5
10:35:13,233.03,4.39,0.957,50.05,978.7
10:35:14,232.84,4.30,0.956,50.04,957.6
10:35:15,232.85,4.34,0.954,50.04,963.0
10:35:16,232.70,4.34,0.958,50.04,967.8
10:35:17,233.26,4.22,0.956,50.05,941.2
10:35:18,232.87,4.34,0.954,50.06,963.8
10:35:19,233.00,4.27,0.962,50.05,958.5
10:35:20,232.97,4.31,0.960,50.06,963.2
10:35:21,232.89,4.33,0.959,50.05,968.0
10:35:22,232.82,4.31,0.958,50.03,960.8
10:35:23,233.58,4.24,0.958,50.04,948.3
10:35:24,232.95,4.25,0.956,50.06,947.7
10:35:25,233.23,4.17,0.960,50.04,933.7
10:35:26,233.52,4.28,0.959,50.04,959.2
10:35:27,233.05,4.25,0.960,50.04,951.4
10:35:28,233.07,4.25,0.957,50.05,948.8
10:35:29,233.67,4.19,0.957,50.04,935.9
10:35:30,233.58,4.16,0.956,50.06,928.9
10:35:31,233.82,4.22,0.953,50.04,939.6
10:35:32,233.81,4.21,0.958,50.05,943.0
10:35:33,233.35,4.15,0.962,50.05,931.7
10:35:34,233.84,4.11,0.955,50.04,918.5
10:35:35,233.93,4.16,0.956,50.04,931.0
10:35:36,233.45,4.13,0.954,50.04,920.6
10:35:37,233.35,4.23,0.956,50.03,943.4
10:35:38,233.63,4.17,0.953,50.03,928.7
10:35:39,233.76,4.17,0.952,50.03,928.1
10:35:40,233.45,4.15,0.953,50.05,924.1
10:35:41,233.64,4.22,0.952,50.02,937.6
10:35:42,234.03,4.21,0.958,50.03,942.5
10:35:43,233.40,4.20,0.953,50.05,934.6
10:35:44,233.38,4.07,0.953,50.05,904.7
10:35:45,233.52,4.08,0.956,50.02,910.8
10:35:46,233.96,4.16,0.958,50.05,932.5
10:35:47,234.17,4.11,0.952,50.04,915.7
10:35:48,234.06,4.17,0.954,50.03,931.0
10:35:49,233.74,4.04,0.956,50.04,903.4
10:35:50,233.61,4.03,0.953,50.04,896.7
10:35:51,233.93,4.10,0.954,50.03,915.8
10:35:52,234.17,4.13,0.956,50.04,925.4
10:35:53,233.65,4.07,0.950,50.04,903.0
10:35:54,233.71,4.12,0.954,50.03,917.7
10:35:55,233.97,4.10,0.954,50.02,915.9
10:35:56,234.30,4.09,0.956,50.04,915.9
10:35:57,233.62,3.99,0.955,50.02,890.6
10:35:58,234.17,4.01,0.954,50.03,896.7
10:35:59,233.78,4.03,0.952,50.02,896.7
10:36:00,233.57,3.99,0.951,50.02,886.1
10:36:01,234.10,3.98,0.950,50.03,884.2
10:36:02,234.30,4.03,0.958,50.01,904.8
10:36:03,233.66,4.06,0.951,50.03,902.3
10:36:04,233.85,4.07,0.953,50.04,907.2
10:36:05,233.78,4.08,0.951,50.02,906.4
10:36:06,233.69,3.97,0.956,50.03,887.4
10:36:07,233.69,4.00,0.957,50.02,894.1
10:36:08,234.19,3.99,0.951,50.02,888.8
10:36:09,234.37,4.02,0.957,50.03,900.7
10:36:10,234.13,3.99,0.949,50.03,885.8
10:36:11,233.97,4.06,0.948,50.01,901.7
10:36:12,233.83,3.96,0.953,50.02,881.8
10:36:13,233.62,3.95,0.949,50.02,875.4
10:36:14,233.77,4.03,0.954,50.02,898.3
10:36:15,233.89,4.03,0.952,50.01,897.2
10:36:16,233.63,4.04,0.954,50.02,900.6
10:36:17,233.73,4.01,0.954,50.02,893.8
10:36:18,234.02,3.93,0.955,50.03,877.5
10:36:19,233.74,4.05,0.953,50.02,902.3
10:36:20,233.98,3.91,0.952,50.02,869.9
10:36:21,233.54,4.01,0.951,50.01,891.1
10:36:22,233.56,3.96,0.950,50.02,879.1
10:36:23,233.78,3.99,0.948,50.02,884.2
10:36:24,234.03,3.96,0.948,50.01,879.8
10:36:25,234.07,4.04,0.952,50.01,899.3
10:36:26,233.69,3.99,0.950,50.01,884.4
10:36:27,233.51,4.01,0.948,50.01,887.3
10:36:28,233.68,3.97,0.944,50.02,875.0
10:36:29,233.60,3.90,0.951,50.02,866.9
10:36:30,234.21,4.03,0.945,50.02,891.3
10:36:31,233.61,3.98,0.944,50.02,877.1
10:36:32,234.02,3.91,0.946,49.99,864.3
10:36:33,233.42,3.90,0.947,50.02,861.9
10:36:34,233.71,3.92,0.950,50.01,871.3
10:36:35,233.67,4.00,0.948,50.01,885.8
10:36:36,234.09,3.91,0.946,49.99,866.9
10:36:37,234.09,3.93,0.949,50.01,873.9
10:36:38,233.76,3.93,0.947,50.00,869.5
10:36:39,233.56,4.01,0.943,49.99,883.9
10:36:40,233.45,3.95,0.952,50.00,878.5
10:36:41,233.83,4.00,0.949,50.01,887.9
10:36:42,233.53,4.02,0.949,50.01,891.2
10:36:43,233.75,4.02,0.948,50.00,891.5
10:36:44,233.22,3.99,0.944,50.01,877.6
10:36:45,233.16,3.98,0.945,49.98,877.2
10:36:46,233.72,4.01,0.948,50.01,888.2
10:36:47,233.81,3.98,0.941,49.99,875.0
10:36:48,233.39,3.99,0.949,50.00,883.5
10:36:49,233.72,3.92,0.944,50.00,864.5
10:36:50,233.32,3.96,0.942,49.98,870.2
10:36:51,233.73,3.98,0.942,49.99,877.1
10:36:52,233.11,4.03,0.949,49.99,891.1
10:36:53,233.18,3.92,0.944,49.99,862.9
10:36:54,233.01,4.01,0.947,50.00,883.4
10:36:55,233.24,3.96,0.940,49.99,868.8
10:36:56,232.81,3.94,0.939,50.00,860.4
10:36:57,233.25,3.97,0.947,49.98,876.9
10:36:58,233.27,3.94,0.941,49.98,865.4
10:36:59,232.93,3.92,0.940,49.99,858.2
10:37:00,233.45,3.95,0.942,49.98,869.1
10:37:01,232.83,4.00,0.947,50.00,881.9
10:37:02,233.02,3.92,0.942,49.97,861.1
10:37:03,232.76,3.96,0.939,49.99,865.2
10:37:04,232.82,4.04,0.944,50.00,888.7
10:37:05,232.53,3.94,0.943,50.00,863.2
10:37:06,232.53,3.96,0.944,49.97,869.1
10:37:07,232.65,4.00,0.943,49.98,877.6
10:37:08,233.03,3.96,0.946,50.00,872.8
10:37:09,233.03,3.98,0.942,49.98,874.6
10:37:10,232.65,3.94,0.940,49.98,861.1
10:37:11,232.70,4.02,0.939,49.97,877.5
10:37:12,232.95,4.02,0.944,49.98,882.9
10:37:13,232.34,4.01,0.942,49.98,877.7
10:37:14,232.26,4.00,0.941,49.97,874.9
10:37:15,232.20,4.05,0.936,49.98,880.8
10:37:16,232.54,3.95,0.936,49.98,859.6
10:37:17,232.81,4.07,0.936,49.98,888.0
10:37:18,232.26,3.97,0.938,49.98,864.9
10:37:19,232.42,4.05,0.940,49.97,884.9
10:37:20,232.69,3.98,0.934,49.98,865.6
10:37:21,232.32,3.99,0.937,49.96,868.1
10:37:22,232.62,4.02,0.937,49.97,876.7
10:37:23,232.34,4.05,0.934,49.98,878.2
10:37:24,232.50,4.04,0.933,49.97,876.6
10:37:25,232.56,3.99,0.939,49.98,870.8
10:37:26,232.27,4.05,0.939,49.99,884.1
10:37:27,232.13,4.07,0.933,49.98,881.0
10:37:28,231.91,4.02,0.933,49.98,869.5
10:37:29,232.18,4.14,0.940,49.96,902.6
10:37:30,231.75,4.04,0.939,49.98,879.3
10:37:31,231.97,4.08,0.936,49.97,885.9
10:37:32,231.74,4.14,0.933,49.98,894.5
10:37:33,231.83,4.06,0.933,49.98,878.2
10:37:34,231.60,4.16,0.935,49.96,901.2
10:37:35,231.51,4.16,0.936,49.97,902.3
10:37:36,231.55,4.07,0.940,49.95,886.4
10:37:37,231.56,4.07,0.933,49.95,879.5
10:37:38,231.76,4.03,0.936,49.98,875.0
10:37:39,231.92,4.05,0.932,49.98,875.0
10:37:40,231.47,4.16,0.934,49.97,899.7
10:37:41,231.77,4.16,0.932,49.97,897.3
10:37:42,231.65,4.18,0.937,49.95,907.9
10:37:43,231.52,4.15,0.933,49.95,897.1
10:37:44,231.55,4.12,0.932,49.98,888.5
10:37:45,231.34,4.08,0.934,49.97,880.7
10:37:46,231.63,4.15,0.933,49.97,897.8
10:37:47,231.37,4.15,0.934,49.97,895.5
10:37:48,231.30,4.20,0.932,49.95,904.3
10:37:49,231.30,4.18,0.935,49.95,903.2
10:37:50,228.43,9.74,0.716,49.96,1593.7
10:37:51,227.95,9.98,0.705,49.97,1603.8
10:37:52,228.04,9.76,0.712,49.96,1585.1
10:37:53,228.10,9.96,0.722,49.96,1640.5
10:37:54,228.19,9.87,0.720,49.95,1622.6
10:37:55,227.59,9.82,0.732,49.95,1634.7
10:37:56,227.56,9.89,0.735,49.95,1653.1
10:37:57,228.09,9.88,0.732,49.94,1647.8
10:37:58,227.62,9.82,0.723,49.97,1615.0
10:37:59,227.78,9.93,0.721,49.97,1630.2
10:38:00,227.83,9.81,0.717,49.95,1601.9
10:38:01,227.47,10.00,0.720,49.94,1636.7
10:38:02,227.74,9.64,0.710,49.97,1557.6
10:38:03,228.01,9.94,0.714,49.96,1617.7
10:38:04,228.13,9.65,0.714,49.94,1571.1
10:38:05,227.39,10.00,0.726,49.96,1649.8
10:38:06,227.47,9.81,0.734,49.96,1637.2
10:38:07,227.51,9.85,0.733,49.95,1643.0
10:38:08,227.89,9.76,0.709,49.96,1576.9
10:38:09,227.49,9.61,0.731,49.95,1597.5
10:38:10,229.06,6.39,0.845,49.96,1236.5
10:38:11,229.09,6.42,0.836,49.94,1230.1
10:38:12,228.88,6.32,0.844,49.94,1220.5
10:38:13,229.14,6.32,0.846,49.96,1225.0
10:38:14,228.86,6.41,0.837,49.95,1228.8
10:38:15,229.43,6.33,0.844,49.95,1226.2
10:38:16,229.09,6.38,0.845,49.94,1234.8
10:38:17,229.00,6.35,0.839,49.96,1221.3
10:38:18,229.22,6.34,0.846,49.96,1229.5
10:38:19,228.85,6.27,0.841,49.94,1206.8
10:38:20,228.67,6.32,0.844,49.95,1219.3
10:38:21,229.04,6.40,0.843,49.94,1236.7
10:38:22,229.14,6.44,0.840,49.95,1240.0
10:38:23,229.20,6.29,0.848,49.96,1223.5
10:38:24,228.83,6.37,0.838,49.93,1222.0
10:38:25,228.87,6.39,0.842,49.94,1231.8
10:38:26,228.60,6.31,0.844,49.96,1217.6
10:38:27,229.13,6.35,0.848,49.95,1233.2
10:38:28,229.21,6.31,0.851,49.95,1231.0
10:38:29,228.90,6.41,0.849,49.93,1246.9
10:38:30,228.66,6.45,0.840,49.96,1238.8
10:38:31,228.72,6.29,0.843,49.94,1212.7
10:38:32,229.15,6.39,0.844,49.93,1235.0
10:38:33,229.15,6.32,0.847,49.94,1226.3
10:38:34,229.06,6.45,0.852,49.94,1258.0
10:38:35,228.68,6.46,0.850,49.94,1254.4
10:38:36,228.87,6.37,0.853,49.94,1243.4
10:38:37,229.14,6.36,0.849,49.93,1238.3
10:38:38,229.03,6.33,0.850,49.95,1231.2
10:38:39,228.55,6.42,0.855,49.96,1253.6
10:38:40,228.59,6.30,0.850,49.94,1224.1
10:38:41,228.77,6.46,0.854,49.96,1262.7
10:38:42,229.23,6.33,0.846,49.94,1227.5
10:38:43,228.57,6.28,0.854,49.93,1225.3
10:38:44,228.77,6.29,0.845,49.94,1216.6
10:38:45,229.26,6.34,0.846,49.94,1228.9
10:38:46,228.89,6.39,0.851,49.94,1244.1
10:38:47,228.89,6.37,0.846,49.94,1233.5
10:38:48,229.12,6.37,0.849,49.94,1238.4
10:38:49,229.14,6.36,0.858,49.94,1250.8
10:38:50,229.16,6.47,0.857,49.93,1270.8
10:38:51,229.17,6.32,0.859,49.94,1243.2
10:38:52,229.15,6.32,0.849,49.94,1229.6
10:38:53,229.11,6.46,0.854,49.93,1263.2
10:38:54,228.97,6.33,0.846,49.95,1225.3
10:38:55,229.28,6.41,0.860,49.95,1262.8
10:38:56,228.86,6.50,0.853,49.93,1268.9
10:38:57,228.94,6.49,0.859,49.95,1275.5
10:38:58,228.90,6.41,0.854,49.95,1253.1
10:38:59,228.59,6.37,0.857,49.95,1248.5
10:39:00,228.83,6.46,0.856,49.94,1265.6
10:39:01,228.95,6.37,0.857,49.94,1248.4
10:39:02,228.86,6.34,0.852,49.95,1235.5
10:39:03,228.83,6.43,0.860,49.94,1265.3
10:39:04,229.08,6.38,0.861,49.93,1258.1
10:39:05,228.79,6.48,0.856,49.94,1269.2
10:39:06,228.70,6.49,0.855,49.93,1268.2
10:39:07,229.09,6.44,0.856,49.95,1262.0
10:39:08,228.75,6.37,0.856,49.94,1246.7
10:39:09,229.45,6.46,0.858,49.95,1272.2
10:39:10,228.75,6.37,0.852,49.95,1241.8
10:39:11,228.82,6.45,0.860,49.95,1269.7
10:39:12,229.13,6.46,0.865,49.95,1280.7
10:39:13,228.76,6.49,0.864,49.95,1282.6
10:39:14,229.41,6.41,0.852,49.93,1253.7
10:39:15,229.38,6.49,0.859,49.95,1278.6
10:39:16,229.19,6.39,0.859,49.93,1258.8
10:39:17,229.56,6.48,0.865,49.94,1286.6
10:39:18,228.83,6.57,0.854,49.95,1284.0
10:39:19,229.35,6.49,0.854,49.94,1271.6
10:39:20,229.09,6.58,0.864,49.95,1302.0
10:39:21,229.36,6.42,0.861,49.94,1266.8
10:39:22,229.15,6.45,0.859,49.94,1268.7
10:39:23,229.63,6.53,0.857,49.94,1285.3
10:39:24,229.16,6.56,0.864,49.94,1298.8
10:39:25,228.97,6.57,0.861,49.95,1296.0
10:39:26,229.02,6.53,0.861,49.94,1287.2
10:39:27,229.07,6.47,0.861,49.94,1275.1
10:39:28,229.09,6.48,0.862,49.94,1280.2
10:39:29,229.04,6.60,0.860,49.95,1300.2
10:39:30,229.60,6.48,0.864,49.94,1286.6
10:39:31,229.51,6.49,0.863,49.94,1286.2
10:39:32,229.33,6.60,0.868,49.94,1314.3
10:39:33,229.39,6.57,0.861,49.93,1297.7
10:39:34,229.09,6.64,0.868,49.95,1319.9
10:39:35,229.72,6.52,0.862,49.95,1291.6
10:39:36,229.73,6.48,0.869,49.95,1292.6
10:39:37,229.44,6.66,0.865,49.93,1320.8
10:39:38,229.41,6.50,0.864,49.96,1288.2
10:39:39,229.64,6.55,0.872,49.93,1312.0
10:39:40,229.78,6.68,0.864,49.94,1326.9
10:39:41,229.20,6.52,0.867,49.95,1294.7
10:39:42,229.50,6.63,0.872,49.95,1327.3
10:39:43,229.75,6.59,0.864,49.96,1308.0
10:39:44,229.51,6.67,0.869,49.93,1329.8
10:39:45,229.71,6.62,0.860,49.95,1308.8
10:39:46,229.39,6.65,0.867,49.94,1322.2
10:39:47,229.82,6.73,0.865,49.95,1337.2
10:39:48,229.49,6.72,0.871,49.95,1342.6
10:39:49,229.64,6.61,0.867,49.95,1316.2
10:39:50,229.53,6.74,0.862,49.94,1334.8
10:39:51,229.55,6.74,0.865,49.96,1339.3
10:39:52,229.78,6.69,0.869,49.94,1335.2
10:39:53,229.28,6.58,0.867,49.96,1307.4
10:39:54,229.30,6.59,0.863,49.94,1303.6
10:39:55,229.55,6.70,0.871,49.94,1340.2
10:39:56,229.36,6.76,0.876,49.95,1358.8
10:39:57,229.86,6.75,0.877,49.96,1359.4
10:39:58,229.59,6.79,0.863,49.95,1345.7
10:39:59,229.41,6.67,0.873,49.96,1337.0
10:40:00,229.78,6.68,0.875,49.96,1344.1
10:40:01,229.09,6.70,0.868,49.96,1331.9
10:40:02,229.10,6.76,0.865,49.97,1338.9
10:40:03,229.31,6.68,0.865,49.94,1326.0
10:40:04,229.68,6.74,0.869,49.94,1344.6
10:40:05,229.65,6.76,0.875,49.97,1359.1
10:40:06,229.39,6.76,0.869,49.96,1347.8
10:40:07,229.25,6.76,0.874,49.95,1354.3
10:40:08,229.86,6.83,0.873,49.97,1371.0
10:40:09,229.27,6.68,0.873,49.96,1337.7
10:40:10,229.10,6.79,0.875,49.97,1361.2
10:40:11,229.65,6.78,0.871,49.96,1355.5
10:40:12,229.67,6.88,0.881,49.96,1392.6
10:40:13,229.21,6.86,0.869,49.96,1367.0
10:40:14,229.68,6.80,0.869,49.95,1357.2
10:40:15,229.28,6.78,0.872,49.96,1355.7
10:40:16,229.05,6.83,0.875,49.96,1368.5
10:40:17,229.65,6.72,0.875,49.97,1350.6
10:40:18,229.59,6.75,0.870,49.97,1348.0
10:40:19,229.15,6.92,0.869,49.95,1378.8
10:40:20,229.38,6.93,0.882,49.95,1401.7
10:40:21,229.67,6.78,0.879,49.96,1368.4
10:40:22,229.28,6.93,0.883,49.97,1403.5
10:40:23,228.93,6.81,0.875,49.97,1363.8
10:40:24,229.58,6.88,0.874,49.97,1380.5
10:40:25,228.92,6.95,0.871,49.96,1386.5
10:40:26,229.57,6.83,0.872,49.95,1365.6
10:40:27,229.32,6.79,0.877,49.98,1365.9
10:40:28,229.54,6.90,0.882,49.97,1397.0
10:40:29,229.56,6.98,0.871,49.95,1394.9
10:40:30,229.23,6.97,0.882,49.96,1410.0
10:40:31,229.25,6.97,0.883,49.98,1411.9
10:40:32,229.52,6.86,0.874,49.96,1375.7
10:40:33,229.42,6.99,0.875,49.97,1403.4
10:40:34,228.73,6.88,0.871,49.97,1369.2
10:40:35,229.23,6.89,0.879,49.97,1388.2
10:40:36,229.41,7.03,0.883,49.96,1423.9
10:40:37,229.22,7.03,0.873,49.96,1406.5
10:40:38,228.63,6.90,0.881,49.97,1390.1
10:40:39,228.70,6.93,0.872,49.98,1381.9
10:40:40,229.03,6.94,0.880,49.96,1399.9
10:40:41,228.58,7.01,0.878,49.98,1407.4
10:40:42,229.17,7.02,0.882,49.98,1418.7
10:40:43,228.70,6.97,0.875,49.98,1394.3
